Country Name,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Latin America & Caribbean (excluding high income),..,..,..,..,..,..,..,..,..,..,4.19343E+11,3.66605E+11,2.68732E+11,4.06733E+11,5.61974E+11,8.37516E+11,1.20794E+12,1.99803E+12,9.93369E+11,1.94869E+12,2.381E+12,1.97089E+12,2.15148E+12,1.88325E+12,1.60987E+12,1.09143E+12,1.36203E+12,1.70418E+12,1.5451E+12,1.88936E+12
Latin America & the Caribbean (IDA & IBRD countries),..,..,..,..,..,..,..,..,..,..,4.85956E+11,4.29406E+11,3.21653E+11,4.96479E+11,6.83101E+11,9.79972E+11,1.38951E+12,2.21814E+12,1.13224E+12,2.18714E+12,2.73115E+12,2.25186E+12,2.47735E+12,2.16097E+12,1.85687E+12,1.29496E+12,1.58807E+12,2.01388E+12,1.81148E+12,2.11E+12
Least developed countries: UN classification,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low & middle income,..,..,..,..,..,..,..,..,..,..,..,..,..,1.95689E+12,2.48419E+12,3.10675E+12,4.97904E+12,1.08135E+13,4.84451E+12,9.8225E+12,1.20366E+13,9.92257E+12,1.11143E+13,1.10477E+13,1.28206E+13,1.39169E+13,1.40382E+13,1.72465E+13,1.37902E+13,1.63816E+13
Low income,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.64583E+11,7.66985E+11,1.2299E+12,2.4723E+12,1.01252E+12,1.85993E+12,2.55043E+12,1.88373E+12,2.18087E+12,2.01319E+12,2.56569E+12,2.39636E+12,2.60023E+12,3.52297E+12,3.18953E+12,3.31908E+12
Middle East & North Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.95338E+11,1.06192E+12,9.01319E+11,9.21097E+11,1.56847E+12,1.42655E+12,1.30683E+12,1.33034E+12,1.3647E+12,1.41589E+12,3.57209E+12
Middle East & North Africa (excluding high income),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.44216E+11,2.4194E+11,1.88418E+11,2.06815E+11,2.96839E+11,2.64899E+11,2.50616E+11,5.09695E+11,2.88451E+11,2.39684E+11,2.51297E+11,2.70857E+11,2.91485E+11,4.71319E+11
Middle East & North Africa (IDA & IBRD countries),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.42283E+11,2.40187E+11,1.86597E+11,2.04439E+11,2.94389E+11,2.62116E+11,2.47757E+11,5.06448E+11,2.85264E+11,2.36344E+11,2.47907E+11,2.66965E+11,2.8775E+11,4.67562E+11
Middle income,..,..,..,..,..,..,..,..,..,..,..,..,..,1.95689E+12,2.48419E+12,3.10675E+12,4.97904E+12,1.08135E+13,4.84451E+12,9.8225E+12,1.20366E+13,9.92257E+12,1.11143E+13,1.10477E+13,1.28206E+13,1.39169E+13,1.40382E+13,1.72465E+13,1.37902E+13,1.63816E+13
North America,3.55213E+12,4.66823E+12,5.00379E+12,5.8466E+12,5.71346E+12,7.62377E+12,9.36029E+12,1.17807E+13,1.40045E+13,1.62257E+13,1.58807E+13,1.46015E+13,1.19453E+13,1.51794E+13,1.75031E+13,1.84852E+13,2.12724E+13,2.21116E+13,1.26258E+13,1.67561E+13,1.94562E+13,1.75548E+13,2.07298E+13,2.61501E+13,2.84276E+13,2.66628E+13,2.93482E+13,3.44906E+13,3.23766E+13,2965300000
Not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,8.95436E+12,1.0594E+13,1.00553E+13,1.24066E+13,1.31627E+13,1.56444E+13,1.77485E+13,2.0293E+13,2.4233E+13,3.15823E+13,2.91529E+13,2.52408E+13,2.12312E+13,2.81156E+13,3.27888E+13,3.57402E+13,4.25665E+13,4.58802E+13,2.55324E+13,3.06695E+13,3.4835E+13,3.05798E+13,3.54629E+13,4.3665E+13,4.48181E+13,4.30561E+13,4.58151E+13,5.5399E+13,4.88541E+13,1.89769E+13
Other small states,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.26276E+11,..,..,..,..,2.08895E+11
Pacific island small states,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Post-demographic dividend,9.02269E+12,1.06183E+13,1.00755E+13,1.25889E+13,1.33118E+13,1.58709E+13,1.81031E+13,2.04176E+13,2.43674E+13,3.1889E+13,2.95001E+13,2.54785E+13,2.14848E+13,2.85174E+13,3.32189E+13,3.62058E+13,4.35463E+13,4.76786E+13,2.64289E+13,3.22747E+13,3.66903E+13,3.22155E+13,3.74571E+13,4.59662E+13,4.73815E+13,4.56126E+13,4.84677E+13,5.90551E+13,5.21509E+13,2.34132E+13
Pre-demographic dividend,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68983120000
Small states,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.28061E+11
South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,2.98433E+11,4.37104E+11,6.07411E+11,8.75404E+11,1.9051E+12,6.86566E+11,1.36888E+12,1.73138E+12,1.10689E+12,1.32398E+12,1.21495E+12,1.65543E+12,1.60309E+12,1.74764E+12,2.4367E+12,2.17645E+12,2.1955E+12
South Asia (IDA & IBRD),..,..,..,..,..,..,..,..,..,..,..,..,..,2.98433E+11,4.37104E+11,6.07411E+11,8.75404E+11,1.9051E+12,6.86566E+11,1.36888E+12,1.73138E+12,1.10689E+12,1.32398E+12,1.21495E+12,1.65543E+12,1.60309E+12,1.74764E+12,2.4367E+12,2.17645E+12,2.1955E+12
Sub-Saharan Africa,..,..,..,..,2.71254E+11,2.93673E+11,2.64352E+11,2.50928E+11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.13769E+12
Sub-Saharan Africa (excluding high income),..,..,..,..,2.71254E+11,2.93673E+11,2.64352E+11,2.50928E+11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.13655E+12
Sub-Saharan Africa (IDA & IBRD countries),..,..,..,..,2.71254E+11,2.93673E+11,2.64352E+11,2.50928E+11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.13769E+12
Upper middle income,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5717E+12,1.91961E+12,2.33977E+12,3.74914E+12,8.34118E+12,3.83199E+12,7.96257E+12,9.48618E+12,8.03884E+12,8.93345E+12,9.03451E+12,1.02549E+13,1.15205E+13,1.14379E+13,1.37236E+13,1.06007E+13,1.30625E+13
World,9.37975E+12,1.11851E+13,1.07053E+13,1.37642E+13,1.44702E+13,1.70877E+13,1.95943E+13,2.17082E+13,2.54453E+13,3.34921E+13,3.09635E+13,2.68159E+13,2.27704E+13,3.1254E+13,3.66775E+13,4.04399E+13,4.9994E+13,6.0305E+13,3.22715E+13,4.39594E+13,5.09419E+13,4.39569E+13,5.06558E+13,5.96299E+13,6.28373E+13,6.18944E+13,6.49985E+13,7.92333E+13,6.86505E+13,4.32709E+13
